"what is the word for a word in literature that is also the sound it makes ex buzz bang plop?","Idiom","Oxymoron","Hyperbole","Onomatopoeia"
"what is the name of the reaction of nuclear substances?","Vortex","Deludation","Cremation","Fission"
"what was the one thing pepe le pew was always looking for?","A Way To America","Food","A Way Home","Love"
"the liver of a polar bear contains enough of which vitamin to kill a human?","Vitamin B","Vitamin C","Vitamin E","Vitamin A"
"which character was killed off from family guy for a short period?","Chris","Quagmire","Peter","Brian"
"which of these is not a term used in gymnastics?","Floor","Beam","Bar","Bunt"
"what alfred hitchcock movie has the famous shower murder scene?","The Birds","Rear Window","Vertigo","Psycho"
"which art form involves shaping andor molding with artistic or creative precision?","Building","Tracing","Drawing","Sculpting"
"what was the army of the united states called during the revolutionary war?","The Ministers","The Only Army","The New Ambassadors","The Continental Army"
"which country is named the country of cantons?","Sweden","Norway","Denmark","Switzerland"
"which is not one of santas reindeer?","Dasher","Comet","Donner","Chancer"
"what is the name of the new sequel for finding nemo?","Finding Nemo 2","Nemo and Dory's Journey","There is no sequel","Finding Dory"
"which sport has three periods in a single game?","Soccer","Football","Golf","Hockey"
"who was rocky the flying squirrels sidekick?","Zorba Anteater","Alfred E. Newman","Daisy Dog","Bullwinkle Moose"
"which of the following was not a character on the mash television series?","Hot Lips","Hawkeye","Radar","Smitty"
"how many microns is 0 063 meters?","0.000063","630","0.063","63,000"
"the worlds largest living animal the blue whale mainly eats what?","Sea Urchins","Vegetation","Sharks And Rays","Krill"
"cyanosis is described as what color?","Pink","Purple","Yellow","Blue"
"when was abraham lincolns portrait first pictured on the 5 bill?","1904","1890","1889","1914"
"what continent is croatia on?","Asia","South America","Africa","Europe"
"in the sitcom friends what are the names of the 3 female main characters?","Rosa, Rachel, Monana","Monana, Phoebe, Elizabeth","Janice, Phoebe, Rachel","Rachel, Phoebe, Monica"
"what marvel movie featured a raccoon and a tree as two of their characters?","Spider-Man","Thor","Ant-Man","Guardians Of The Galaxy"
"what is known as the pleasure center of your brain?","Thalamus","Hippocampus","Cerebellum","Hypothalamus"
"who is the longest serving u s president?","George Washington","Abraham Lincoln","Thomas Jefferson","Franklin D. Roosevelt"
"which of the following is a term not created by william shakespeare?","The World Is My Oyster.","It Was A Sorry Sight.","Pomp And Circumstance.","Bright Eyed And Bushy Tailed."
"who sings a cover of michael jacksons song just beat it?","Led Zepplin","Green Day","Kelly Clarkson","Fall Out Boy"
"which mythical greek sorceress is known for turning men into pigs?","Medusa","Calypso","Medea","Circe"
"who is the main character in moby dick?","Brian","Bart Simpson","Ryan Reynolds","Ishmael"
"the island of greenland is an autonomous country in which european kingdom?","Kingdom Of Spain","Kingdom Of Norway","United Kingdom","Kingdom Of Denmark"
"who looked through the looking glass?","Snow white","Cinderella","Rapunzel","Alice"
"how many years is two terms of presidency in the united states?","4 Years","2 Years","7 Years","8 Years"
"which country lost the invasion of normandy?","France","Italy","Japan","Germany"
"which country is not part of the sahara desert?","Libya","Egypt","Tunisia","Nigeria"
"which one of these tools would not be used by a printmaker?","Press","Brayer","Carving Tools","Easel"
"which state does not border montana?","Idaho","South Dakota","Wyoming","Nebraska"
"who died in clear lake iowa?","Richie Valens","Buddy Holly","J P Richardson","All Of The Above"
"what color is the history character trivia crack?","Red","Blue","Orange","Yellow"
"who is the mascot for disney world?","Chip and Dale Chipmunk","Goofy","Donald Duck","Mickey Mouse"
"which is a major river of south america?","Mississippi River","Tigris River","Nile River","Amazon River"
"who speaks the voice of ted in the movies ted and ted 2?","Seth Green","Mark Wahlberg","Giovanni Ribisi","Seth McFarlane"
"how many grammy awards has lady gaga won?","1","None","2","5"
"what was the anaconda plan?","A Plan For Nicki Minaj's Music Video","A Plan To Breed Anaconda Snakes","A Plan To Make A Movie Called ""Anaconda ""","A Plan To Block Imports To The South"
"how much of earths surface is covered by water?","30%","50%","90%","70%"
"what do killer bees leave behind after stinging someone?","Their Antennae","Their Wings","Nothing","Their Entrails"
"in volleyball which of these motions does not occur?","Serve","Spike","Dig","Throw"
"in the comic strip peanuts what was the name of charlie browns little sister?","Lucy","Peppermint Patty","Eileen","Sally"
"how many persons compete in a billiards tournament match?","4","8","6","2"
"how many outs are in a half inning of softball?","4","1.5","6","3"
"what term describes elements which are stable?","Unreactive","Strong","Dense","Inert"
"what creature is gary in the show spongebob squarepants?","A Lobster","A Fish","A Squirrel","A Snail"
"where can you find croatia?","Asia","South America","Africa","Europe"
"what is in the painting american gothic?","A Crime Scene","A Native American Chief","Architecture","A Married Couple"
"what type of salad dressing contains anchovies?","Blue Cheese","Ranch","French","Caesar"
"what nfl team is in st louis?","Falcons","Broncos","Chargers","Rams"
"what south american country has an official language that is not spanish?","Argentina","Uruguay","Chile","Guyana"
"what was winston churchills occupation prior to going into politics?","Welder","Doctor","Comic","Journalist"
"which of these nations are surrounded completely by water?","Russia","America","China","The Philippines"
"in which province do we find the canadian capital?","Alberta","Manitoba","Qubec","Ontario"
"which team won the 2015 fifa women world cup?","Germany","Japan","Brazil","USA"
"what kind of celestial object is the sun?","A planet","A galaxy","A comet","A star"
"mentos candy is known for having a chemical reaction with?","Juice","Water","Alcohol","Soda"
"what is the scientific name for adrenaline?","Melatonin","Cerebrospinal Fluid","Hemoglobin","Epinephrine"
"which 1950s cartoon character catch phrase is andale andale arriba arriba epa epa yeehaw?","Slowpoke Rodriguez","Fernando","Pablo","Speedy Gonzales"
"on the flag that states dont tread on me what is the animal?","A Horse","A Wolf","A Bald Eagle","A Snake"
"which of these insects share the same name as a swimming stroke?","The Beetle","The Dragonfly","The Bee","The Butterfly"
"what two countries does kuwait border?","Qatar","Iraq","Bahrain","Iraq"
"which bird does not represent a u s professional football team?","Seahawk","Eagle","Falcon","Oriole"
"who played elizabeth taylors husband in the movie giant?","Cary Grant","Errol Flynn","Gregory Peck","Rock Hudson"
"what is a baby ferret called?","Pup","Kitten","Bonnie","Kit"
"in which year did adolf hitler publish his infamous mein kampf?","1944","1933","1922","1925"
"how many metacarpal bones are there in one human hand?","4","10","6","5"
"what language did the people of ancient rome speak?","Roman","Romanese","Greek","Latin"
"what country manufacturers bmw?","England","Usa","Italy","Germany"
"what is an endothermic reaction?","A Reaction That Blows Up","A Reaction That Releases Energy","A Harmless Reaction","A Reaction That Absorbs Energy"
"who played as tom hanks love interest in youve got mail?","Jennifer Lawrence","Marilyn Monroe","Megan Fox","Meg Ryan"
"which country holds the largest foreign reserve of us dollars?","Germany","Japan","Saudi Arabia","China"
"who wrote the novel an american tragedy?","Mark Twain","Virginia Woolf","Hunter S. Thompson","Theodore Dreiser"
"in competitive swimming which is the longer pool?","100 Yards","300 Feet","All The Same","100 Meters"
"please excuse my dear aunt sally is an acronym for what?","The Planets","Metric Prefixes","Colors In The Rainbow","Math Order Of Operations"
"which religious figure did the last supper depict?","Abraham","Apollo","Go","Jesus"
"which of the following cities has the lowest altitude?","Tripoli","Dhaka","Manila","Amsterdam"
"what is needed in order for a clarinet to make sound?","Foot Pedal","Strings","Drum Sticks","Reed"
"who is the boxer known as pacman?","Floyd Mayweather","Mohammad Ali","Mike Tyson","Manny Paquiao"
"based on album sales who is the most successful rapper of all time?","Dr. Dre","Jay Z","Snoop Dogg","Eminem"
"what group sings the song jump around?","Maroon 4","Outkast","The Beach Boys","House Of Pain"
"what sport measures slugging percentage?","Football","Rugby","Hockey","Baseball"
"what is an ornithologist?","A Geologist","A Type Of Doctor","None Of These","One Who Studies Birds"
"what is kinematics?","None Of The Options","Study Of Energy","Study Of Light","Study Of Motion"
"what does bio mean?","Eating","Surviving","Dying","Living"
"which actor did not commit suicide?","Robin Williams","Jonathan Brandis","Lucy Gordon","Phil Hartman"
"what was napoleon bonapartes last words?","""I Am Sorry""","""Death To France's Enemies""","""I Have Rewritten History""","""Josephine"""
"what is the purpose of chlorophyll in plants?","To Make The Plant Green.","To Keep The Plant Warm.","To Protect The Plant From Pests.","To Capture Energy From The Sun."
"who lead iran after the 1970s revolution?","Esmaeil Ahmadi-Moghaddam","Hassan Shahsafi","Mohammad Reza Pahlavi","Ruhollah Khomeini"
"where is the dodger stadium located?","St. Louis","Detriot","Miami","Los Angeles"
"which of the following is not a film by wes craven?","Last House on the Left","A Nightmare on Elm Street","Scream","Candyman"
"which baltic country no longer exists?","Latvia","Lithuania","Estonia","Prussia"
"what were the japanese famous for during wwii?","Satellites","Supersonic Jets","Acrobatics","Kamikaze Pilots"
"which is not included in homers literary works?","Epic Cycle","Odyssey","Illiad","Hamlet"
"how many feet are in a meter?","4.50","2.25","5.17","3.28"
"approximately what percent of the earths surface is water?","90","80","98","70"
"in what country is the city of new orleans located?","Kosovo","Serbia","Bulgaria","United States"
